"id_training_data";"term";"training_class"
"1367";"sebut beri suap tiga petinggi swasta saksi idrus marham";"None"
"1368";"banyak nang minta hukum tunda";"None"
"1369";"dirut jasa tirta ii periksa perdana bagai sangka kpk";"None"
"1370";"yusril ihza bela maghfirah ibu tiga bayi kembar rutan bireun";"None"
"1371";"ungkap korupsi infrastruktur kpk geledah jumlah tempat jakarta surabaya";"None"
"1486";"augie fantinus segera sidang";"None"
"1487";"polisi sempat usut kasus atur skor bola";"None"
"1488";"shinta senang rp juta bantu lari eddy";"None"
"1489";"kpk bidik anggota dpr di kasus bakamla";"None"
"1490";"satgas mafia bola kerja tahun depan";"None"
"1491";"kader pdip dominasi daftar ott kpk";"None"
"1492";"iphone x jadi licin lari eddy sindoro";"None"
"1493";"peran imam nahrawi duga suap kemenpora signifikan";"None"
"1494";"indonesia gandeng swiss lacak uang koruptor";"None"
"1495";"direktur sdm pt adhi karya periksa kpk";"None"
"1496";"acara tagih selesai berkas perkara ratna";"None"
"1497";"direktur uang waskita wado energi garap kpk";"None"
"1498";"ahmad heryawan panggil kpk";"None"
"1499";"lima sangka suap kemenpora tahan";"None"
"1500";"ditjen pas remisi ahok tunggu sk menkumham";"None"
"1501";"ott dana hibah koni tak ganggu prestasi atlet";"None"
"1502";"kpk indikasi duga korupsi selenggara asi games";"None"
"1503";"kasus rj lino rampung ganti pimpin kpk";"None"
"1504";"jabat kemenpora jadi sangka suap dana hibah koni";"None"
"1505";"kpk endus duga korupsi di kemenpora";"None"
"1506";"peran pt waskita proyek fiktif selidik";"None"
"1507";"kpk minta beri remisi ketat";"None"
"1508";"eks petinggi universitas udayana tuntut tahun bui";"None"
"1509";"ott panjang cetak sejarah";"None"
"1510";"habib bahar aktor utama aniaya anak";"None"
"1511";"wartawan minta lebih sensitif hadap berita anak";"None"
"1512";"kode suap meikarta santa tina toon";"None"
"1514";"korupsi dana hibah masuk rekening jabat kemenpora";"None"
"1515";"billy sindoro dikdawa suap bupati bekas rp miliar";"None"
"1516";"legislator daerah paling malas lapor harta kaya";"None"
"1517";"jokowi blak-blakan soal kriminalisasi ulama madura";"None"
"1518";"kadiv p perum jasa tirta ii periksa kpk";"None"
"1519";"bukti temu dirut pln sangka tajam";"None"
"1520";"praperadilan jaksa chuck suryosumpeno tolak";"None"
"1521";"deputi iv prestasi olahraga duga libat korupsi kemenpora";"None"
"1522";"uang rp juta aman ott kemenpora";"None"
"1523";"ott duga kait dana hibah koni";"None"
"1524";"kpk kabar tangkap jabat kemenpora";"None"
"1525";"ahmad sudiro pilih jadi ketua umum badapski";"None"
"1526";"polri bentuk satgas berantas mafia sepak bola";"None"
"1527";"kpk tetap bupati mojokerto sangka cuci uang";"None"
"1528";"taufik ungkap alir suap pan";"None"
"1529";"kpk kumpul bukti jerat dirut pln";"None"
"1530";"novanto tak tahu bilik asmara";"None"
"1531";"habib bahar periksa atas kasus keras anak";"None"
"1532";"novanto tak tahu bakal guyur rp miliar";"None"
"1533";"kotjo sebut novanto jasa proyek pltu riau-i";"None"
"1534";"empat petinggi pt waskita karya cegah";"None"
"1535";"novanto prihatin irvanto hukum tahun penjara";"None"
"1536";"berkas perkara bahar smith segera rampung";"None"
"1538";"jumlah petinggi waskita langsung periksa intensif";"None"
"1539";"petinggi pt smelting periksa kasus suap pltu riau-i";"None"
"1540";"novanto johannes kotjo saksi eni";"None"
"1541";"kpk bidik pt waskita karya korupsi proyek";"None"
"1542";"sangka bantah satu adegan rekonstruksi keroyok tni ciracas";"None"
