"id_training_data";"id_berita";"id_topik";"berita";"training_class"
"5546";"96";"1";"usak nisan makam kota magelang akhir tangkap";"None"
"5547";"97";"1";"detik panggih prosesi paling sakral dhaup ageng pakualaman";"None"
"5548";"98";"1";"polda jatim gelar simulasi bencana tsunami banyuwangi";"None"
"5549";"99";"1";"warga lumajang carok gara-gara rebut orang janda";"None"
"5550";"100";"1";"pesan sultan sumbawa calon putra mahkota pakualaman";"None"
"5551";"101";"1";"ruko bahan sepatu mojokerto bakar milik sempat jebak";"None"
"5552";"102";"1";"proses cari korban longsor kampung adat henti";"None"
"5553";"103";"1";"cari daki hilang lawu hari ke- nihil";"None"
"5554";"104";"1";"kpu beri tanya debat tim prabowo timses bikin jawab";"None"
"5555";"105";"1";"lihat sibuk suplai konsumsi rawan longsor kampung adat";"None"
"5556";"106";"1";"sambar kereta lintas ka mahasiswi surabaya kritis";"None"
"5557";"107";"1";"tanggap ugm soal opsi ori diy panggil paksa rektor";"None"
"5558";"108";"1";"main dekat palung wisatawan hilang seret ombak parangtritis";"None"
"5559";"109";"1";"laku carok rebut janda lumajang jadi sangka";"None"
"5560";"110";"1";"tim sar cari rukesih timbun longsor kampung adat";"None"
"5561";"111";"1";"perahu nelayan balik hantam ombak bantul orang hilang";"None"
"5562";"112";"1";"eks kelola pasar andir tinggal rusa rp miliar";"None"
"5563";"113";"1";"pancing temu tewas ambang sungai citanduy ciamis";"None"
"5564";"114";"1";"baru banjar warga harap ka pangandaran koneksi";"None"
"5565";"115";"1";"tim sar temu jasad korban longsor kampung adat ke-";"None"
"5566";"116";"1";"sopir ngantuk truk muat pupuk tabrak panther ngawi";"None"
"5567";"117";"1";"bus rombong jemaah gereja perosok tol batang orang tewas";"None"
"5568";"118";"1";"pek orang tewas gantung diri gunungkidul";"None"
"5569";"119";"1";"rawan pmi bantu identifikasi korban longsor kampung adat";"None"
"5570";"120";"1";"rs solo minta layan pasien bpjs mulai besok";"None"
"5571";"121";"1";"fenomena gunung busa sungai heboh warga jombang";"None"
"5572";"122";"1";"duga korupsi anggar sampah jabat dinas lh madiun tahan";"None"
"5573";"123";"1";"mamih bandung tahun kendali prostitusi online";"None"
"5574";"124";"1";"oded sinergi satgas anti rentenir muka agama";"None"
"5575";"125";"1";"cari daki hilang lawu basarnas lacak hp korban";"None"
"5576";"126";"1";"pemkab garut pantau kasus kepsek duga aniaya siswa";"None"
"5577";"127";"1";"polisi limpah berkas kasus pesta seks sleman jaksa";"None"
"5578";"128";"1";"kunker banyuwangi wawali batu ajar inovasi layan publik";"None"
"5579";"129";"1";"pikap muat telur sambar biker empat diponegoro";"None"
"5580";"130";"1";"bupati lumajang tegas tak usaha tambang nama rian";"None"
"5581";"131";"1";"nelayan hilang pantai samas temu tewas kulon progo";"None"
"5582";"132";"1";"cerita inspirasi terima beasiswa banyuwangi cerdas";"None"
"5583";"133";"1";"jumlah wajib pajak surabaya tingkat";"None"
"5584";"134";"1";"warga tak paham atur swakelola banyumas banyak tumpu sampah";"None"
"5585";"135";"1";"langgan vanessa angel usaha hingga jabat";"None"
"5586";"136";"1";"tenaga hari lepas pemkab banyuwangi rasionalisasi";"None"
"5587";"137";"1";"bapak bejat perkosa anak kandung hingga hamil bulan";"None"
"5588";"138";"1";"rumah tak layak huni pasuruan bedah";"None"
"5589";"139";"1";"desa trenggalek masuk zona bahaya tsunami";"None"
"5590";"140";"1";"rampok sekap suami-istri lansia bandung";"None"
"5591";"141";"1";"nelangsa pemuda soreang bandung baring tak daya";"None"
"5592";"142";"1";"bikers brotherhood bantah deklarasi dukung jokowi-ma ruf";"None"
"5593";"143";"1";"sebar video hoaks polisi ciamis pungli pria karawang tangkap";"None"
"5594";"144";"1";"polisi ragu aku kuli bangun serang hewan buas";"None"
"5595";"145";"1";"menteri jonan heran nelayan pasuruan terima konverter kit";"None"
"5596";"146";"1";"eks latih sigar wasit nurul korban mafia bola";"None"
"5597";"147";"1";"sultan hb x promosi bandara kulon progo finlandia";"None"
"5598";"148";"1";"kata dokter soal kuli bangun ngaku luka serang hewan buas";"None"
"5599";"149";"1";"mobdin sita polisi aku wakil ketua dprd gunungkidul";"None"
"5600";"150";"1";"daki hilang gunung lawu serang hewan buas";"None"
"5601";"151";"1";"sopir travel bandung terap standar tarif jasa wisata";"None"
"5602";"152";"1";"korupsi rp miliar mantan dirut pdam mojokerto tahan";"None"
"5603";"153";"1";"calegnya tahan dpc ppp rembang tak ikut campur";"None"
"5604";"154";"1";"kiprah tahun aiptu sutomo warga ganjar harga";"None"
"5605";"155";"1";"gempa m sukabumi bpbd terima lapor rusa";"None"
"5606";"156";"1";"mobdin wakil ketua dprd gunungkidul sita polisi";"None"
"5607";"157";"1";"jonan dicurhati rumah probolinggo alir listrik";"None"
"5608";"158";"1";"ngabalin bandara kulon progo kebut bukan penting politik jokowi";"None"
"5609";"159";"1";"curi awal duga babi ngepet jombang tangkap";"None"
"5610";"160";"1";"jonan resmi jaring gas bumi rumah tangga kota pasuruan";"None"
"5611";"161";"1";"sindikat bobol atm garut ciduk";"None"
"5612";"162";"1";"heboh video babi ngepet garut begini fakta";"None"
"5613";"163";"1";"aksi kawan curi todong pegawai kafe tasik rekam cctv";"None"
"5614";"164";"1";"razia polisi temu izin stockpile tambang pasir tak lengkap";"None"
"5615";"165";"1";"alami ganggu jiwa orang suami gunungkidul luka istri";"None"
"5616";"166";"1";"tiga tahun akhir edar upal cirebon terus turun";"None"
"5617";"167";"1";"dirjen pas isyarat perlu fasilitas suami-istri napi";"None"
"5618";"168";"1";"polisi sebut celaka ka jayabaya vs mobil akibat lalai sopir";"None"
"5619";"169";"1";"tas mewah wahid husen dirjen pas allah baru lihat";"None"
"5620";"170";"1";"tangkap buru hewan langka polisi selamat kukang jawa";"None"
"5621";"171";"1";"asn catut nama gubernur ganjar pungli akhir pecat";"None"
"5622";"172";"1";"bekuk caleg gerindra nyabu incar polisi";"None"
"5623";"173";"1";"barang mewah sel napi sukamiskin dirjen pas tugas sulit tolak";"None"
"5624";"174";"1";"rp m gelontor nguruk gali basemen rs siloam";"None"
"5625";"175";"1";"bawaslu jabar kaji duga langgar pose jari ridwan kamil";"None"
"5626";"176";"1";"surabaya raih peringkat pertama kota cerdas";"None"
"5627";"177";"1";"rekam dirjen pas wahid husein bahas setnov putar sidang";"None"
"5628";"178";"1";"begini jurus curi kira babi ngepet pergok warga";"None"
"5629";"179";"1";"soal sita buku pki romo benny henti hancur nalar";"None"
"5630";"180";"1";"genang air makin tinggi jalan raya porong lama tutup";"None"
"5631";"181";"1";"waspada trafficking wanita jabar jangan giur gaji fantastis";"None"
"5632";"182";"1";"gunung rapi luncur lava pijar";"None"
"5633";"183";"1";"lawan oso warga yogya hadiah bawaslu diy jebak tikus";"None"
"5634";"184";"1";"motor gelincir polisi tewas lindas truk bandung barat";"None"
"5635";"185";"1";"wajib lapor mana vanessa angel avriellia shaqqila";"None"
"5636";"186";"1";"polisi sebut artis prostitusi online umur bawah tahun";"None"
"5637";"187";"1";"bocah tewas timbun longsor proyek rel ganda sukabumi";"None"
"5638";"188";"1";"lawan putus ma wisnu wardhana aju pk";"None"
"5639";"189";"1";"cara muncikari tawar jasa artis ungkap";"None"
"5640";"190";"1";"jelas karut solo soal tahan pakai perban pascakeributan";"None"
"5641";"191";"1";"sambut antusias seniman banyuwangi festival janadriyah";"None"
"5642";"192";"1";"aku muncikari online ajak artis tak iming-iming";"None"
"5643";"193";"1";"pascakeributan rutan solo napi pindah polda jateng";"None"
"5644";"194";"1";"jalan sidang pledoi wali kota blitar bantah terima suap rp m";"None"
"5645";"195";"1";"duga terima transfer prostitusi vanessa angel jadi sangka";"None"
"5646";"196";"1";"mahasiswi ugm korban duga perkosa periksa polda malu";"None"
"5647";"197";"1";"polisi lamongan ajak santri setop sharing berita hoaks";"None"
"5648";"198";"1";"kepala rutan solo kan ribut napi vs besuk";"None"
"5649";"199";"1";"mahasiswi ugm korban duga perkosa tuntut laku minta maaf";"None"
"5650";"200";"1";"rumah timpa pohon tumbang banjar";"None"
"5651";"201";"1";"grace natalie ajak masyarakat lawan politis busuk tebar hoaks";"None"
"5652";"202";"1";"prabowo-sandi ubah visi misi grace natalie bisa percaya";"None"
"5653";"203";"1";"ikan caroang tewas andri nelayan pangandaran waspada";"None"
"5654";"204";"1";"psi youtuber hingga gamer cantum kolom profesi ktp";"None"
"5655";"205";"1";"ekspose bumd oded sorot kerja pt bii";"None"
"5656";"206";"1";"puluh rumah ciamis rusak hantam badai";"None"
"5657";"207";"1";"pidato politik grace natalie ungkit bohong prabowo-sandi";"None"
"5658";"208";"1";"badai tumbang pohon rusak rumah warga sukabumi";"None"
"5659";"209";"1";"ratus rumah rusak akibat puting beliung rancaekek";"None"
"5660";"210";"1";"pemkab banyuwangi sambut baik ground breaking pabrik pt inka";"None"
"5661";"211";"1";"respons dewan didik atas kasus ajar hamil lalu bunuh bayi";"None"
"5662";"212";"1";"artis jemput paksa periksa kasus prostitusi online";"None"
"5663";"213";"1";"baliho roboh tutup jalan jalur mengkreng diri macet";"None"
"5664";"214";"1";"terpa hujan angin kencang jumlah pohon diy tumbang";"None"
"5665";"215";"1";"dpo muncikari segera tangkap polisi kunci orang";"None"
"5666";"216";"1";"tablig pa hadir dahnil bawaslu kalau kampanye tindak";"None"
"5667";"217";"1";"kasus bayi buang kloset polisi cari ayah biologis";"None"
"5668";"218";"1";"final puter indonesia duga masuk jaring prostitusi online";"None"
"5669";"219";"1";"terpa hujan angin kaca skybridge stasiun balap solo pecah";"None"
"5670";"220";"1";"bangun underpass karanglo mulai lalin malang rekayasa";"None"
"5671";"221";"1";"tampak senjata sita polisi para laku bentrok solo";"None"
"5672";"222";"1";"orang tetap sangka usai bentrok polisi solo";"None"
"5673";"223";"1";"siapa iwan walet libat rusuh rutan solo";"None"
"5674";"224";"1";"polisi kejar laku dalam aksi sweeping senjata solo";"None"
"5675";"225";"1";"wajah orang tangkap polisi solo usai bentrok senjata";"None"
"5676";"226";"1";"orang warga tembak polisi luka bentrok solo";"None"
"5677";"227";"1";"pohon tumbang singkir lalin jember-banyuwangi normal";"None"
"5678";"228";"1";"orang solo tangkap bawa senjata lawan polisi";"None"
"5679";"229";"1";"truk fuso guling timpa city car sukabumi sopir jepit";"None"
"5680";"230";"1";"usaha kabur dpo kasus jambret dor";"None"
"5681";"231";"1";"giat lintas agama dukung jokowi upaya suara tak gerus hoaks";"None"
"5682";"232";"1";"marbot masjid sukabumi tinggal gubuk luas pos ronda";"None"
"5683";"233";"1";"doa korban tewas ka vs mobil polisi tabur bunga atas rel";"None"
"5684";"234";"1";"dahsyat puting beliung lamongan porak-porandakan rumah warga";"None"
"5685";"235";"1";"truk tabrak mobil patwal polisi salah mutlak kemudi truk";"None"
"5686";"236";"1";"misteri polisi sulit ungkap bunuh siswi smk bogor";"None"
"5687";"237";"1";"keliling jateng sandiaga rasa selalu sambut bendera pdip";"None"
"5688";"238";"1";"hs tetap wisuda ugm bulan februari";"None"
"5689";"239";"1";"sandiaga janji bebas pajak umkm bas industri";"None"
"5690";"240";"1";"pohon tumbang gumitir jalur jember-banyuwangi macet total";"None"
"5691";"241";"1";"smk siliwangi rendam luap sungai cibandung sukabumi";"None"
"5692";"242";"1";"bocah tahun boyolali seret arus sungai luap";"None"
"5693";"243";"1";"aku salah sopir truk tabrak mobil patwal minta maaf";"None"
"5694";"244";"1";"donor darah mal surabaya sabet rekor muri apa";"None"
"5695";"245";"1";"sempat tutup longsor garut-bandung via cisewu lewat";"None"
"5696";"246";"1";"tagih janji jokowi perangkat desa ciamis pergi jakarta";"None"
"5697";"247";"1";"duga hanyut sungai bocah tahun purworejo hilang";"None"
"5698";"248";"1";"kecewa revitalisasi jalan panggung giat sejarah surabaya gelar aksi";"None"
"5699";"249";"1";"kasus truk tabrak mobil patwal akhir cara keluarga";"None"
"5700";"250";"1";"polisi justice league ajak kaum milenial lari rang hoaks";"None"
"5701";"251";"1";"polisi gelar olah tkp bentrok laku sweeping solo";"None"
"5702";"252";"1";"empat balita jadi korban serang monyet liar lumajang";"None"
"5703";"253";"1";"ular tangkap pascaserangan piton warga gunungkidul";"None"
"5704";"254";"1";"duga habitat rusak monyet liar serbu mukim warga lumajang";"None"
"5705";"255";"1";"bpbd imbau warga rancaekek tetap siaga cuaca ekstrem";"None"
"5706";"256";"1";"sopir impit kabin sukabumi gegara timpa bak truk";"None"
"5707";"257";"1";"hari kaki risma cedera bagaimana kondisi sekarang";"None"
"5708";"258";"1";"marbot kosih tinggal gubuk punya rumah baru";"None"
"5709";"259";"1";"dukung alumni ptn timses politik akal sehat kubu jokowi";"None"
"5710";"260";"1";"awal tahun ary ganjar isi baterai asn banyuwangi";"None"
"5711";"261";"1";"trenyuh ganjar pranowo temu bocah tuna netra kantor";"None"
"5712";"262";"1";"bocah boyolali hanyut akhir temu waduk kedungombo";"None"
"5713";"263";"1";"identitas mayat pria apung tato farist ungkap";"None"
"5714";"264";"1";"laku tinggal jejak stiker usai keroyok band asal sukabumi";"None"
"5715";"265";"1";"fakta baru bakal seret vanessa angel jadi sangka";"None"
"5716";"266";"1";"banyak posko solo bpn saking cinta djoko santoso";"None"
"5717";"267";"1";"prostitusi online model madiun muncikari jadi sangka";"None"
"5718";"268";"1";"kejar geledah kantor bppkad gresik aman plt pegawai";"None"
"5719";"269";"1";"tumpang mobil banyuwangi luka akibat timpa pohon tumbang";"None"
"5720";"270";"1";"jabat pemkot cirebon jadi sangka korupsi proyek jalan";"None"
"5721";"271";"1";"bpn ungkap fungsi posko prabowo nempel warung markobar gibran";"None"
"5722";"272";"1";"periksa jam lebih vanessa angel serah sidik";"None"
"5723";"273";"1";"baliho caleg psi tulungagung rusak semprot cat tulis pki";"None"
"5724";"274";"1";"doorprize timses dpd ri diy vonis hukum coba";"None"
"5725";"275";"1";"ngendon polisi bagaimana kabar kasus persekusi ahmad dhani";"None"
"5726";"276";"1";"banyuwangi siap kantor layan publik pasar tradisional";"None"
"5727";"277";"1";"kasus asusila mandeg bulan orangtua korban blitar lapor lbh";"None"
"5728";"278";"1";"satu posko prabowo solo ini nempel warung markobar gibran";"None"
"5729";"279";"1";"revitalisasi jalan panggung protes jawab pemkot surabaya";"None"
"5730";"280";"1";"home industry kosmetik ilegal gerebek milik aman";"None"
"6557";"1107";"1";"kabupaten roten dao guncang gempa sr";"None"
"6558";"1108";"1";"warga batas ri-timor leste serah pucuk senjata api rakit";"None"
"6559";"1109";"1";"puncak arus balik libur panjang tol cikampek macet parah";"None"
"6560";"1110";"1";"puncak arus balik tumpang wilayah pt kai daop prediksi malam";"None"
"6561";"1111";"1";"bunuh pendeta wamena ambruk tembak polisi";"None"
"6562";"1112";"1";"scaffolding dprd sulsel ambruk timpa gedung adil tinggi makassar";"None"
"6563";"1113";"1";"daki sesat gunung bawakaraeng hasil temu";"None"
"6564";"1114";"1";"kpk buka masuk publik calon sekjen masuk tahap akhir";"None"
"6565";"1115";"1";"sikap nasionalisme negeri asing";"None"
"6566";"1116";"1";"tampak dahsyat erupsi gunung anak krakatau lewat foto jarak dekat";"None"
"6567";"1117";"1";"kasus suap dana hibah koni kpk selisik tugas miftahul ulum kemenpora";"None"
"6568";"1118";"1";"fakta gunung api raksasa bawah laut sumatera";"None"
"6569";"1119";"1";"badai tropis pabuk terjang darat selatan thailand warga turis evakuasi";"None"
"6570";"1120";"1";"akihito turun takhta nama era kaisar baru jepang bakal umum april";"None"
"6571";"1121";"1";"heboh baju adat palestina anggota dpr as";"None"
"6572";"1122";"1";"hari korban longsor tpsa cilowong serang temu";"None"
"6573";"1123";"1";"gerebek istri kasi satpol pp muaro bungo tahu selingkuh pns";"None"
"6574";"1124";"1";"perindo asap ratus rumah rawan banjir tebingtinggi sumut";"None"
"6575";"1125";"1";"polisi sebut vanessa angel pes usaha";"None"
"6576";"1126";"1";"pasca tsunami pandeglang masuk transisi lampung selatan panjang masa tanggap darurat";"None"
"6577";"1127";"1";"korsleting listrik mobil tumpang orang bakar perimeter bandara soetta";"None"
"6578";"1128";"1";"cercah harap taman didik alquran kebon sayur";"None"
"6579";"1129";"1";"usai tawur antarwarga polisi jaga pasar rumput";"None"
"6580";"1130";"1";"tawur pasar rumput halte rusak batu kaca sera jalan";"None"
"6581";"1131";"1";"tasikmalaya goyang gempa bmkg imbau warga tetap tenang";"None"
"6582";"1132";"1";"kpk panjang masa tahan sangka suap dana hibah koni";"None"
"6583";"1133";"1";"tembak konter hp semarang buntut cinta tolak";"None"
"6584";"1134";"1";"aher mangkir kpk telefon tak respons";"None"
"6585";"1135";"1";"";"None"
"6586";"1136";"1";"edar kabar bunuh siswi smk bogor hasil tangkap";"None"
"6587";"1137";"1";"aku wartawan pria diri palak kepala sekolah rp juta";"None"
"6588";"1138";"1";"rumah ambruk taman sari satu keluarga jebak runtuh";"None"
"6589";"1139";"1";"kpk sinyalir uang suap meikarta alir pelesir anggota dprd bekas";"None"
"6590";"1140";"1";"pasca teror bom rakit rumah ketua kpk jaga ketat polisi";"None"
"6591";"1141";"1";"jalan obat intensif ustaz arifin ilham rujuk penang-malaysia";"None"
"6592";"1142";"1";"kpu pilih jadi korban tinggal tsunami selat sunda";"None"
"6593";"1143";"1";"jual sabu tukang parkir kawasan gdc depok bekuk";"None"
"6594";"1144";"1";"injak limbah tai minyak bocah bekas alami luka bakar";"None"
"6595";"1145";"1";"ksad minta dispenad lebih kreatif inovatif dukung tni ad";"None"
"6596";"1146";"1";"polri minta ungkap aktor intelektual hoax surat suara";"None"
"6597";"1147";"1";"anak eddy sindoro ralat saksi soal lucas sidang";"None"
"6598";"1148";"1";"ngecak sabu kg kamar hotel pasutri tangkap tugas bnn";"None"
"6599";"1149";"1";"kunjung lokasi longsor sukabumi kepala bnpb ajak semua pihak kurang risiko bencana";"None"
"6600";"1150";"1";"pekan depan ribu kemudi ojek online serbu istana negara";"None"
"6601";"1151";"1";"usai gasak motor laku begal tewas jatuh bintaro";"None"
"6602";"1152";"1";"nukman luthfie tinggal dunia anies terima kasih atas ilmu pemprov dki";"None"
"6603";"1153";"1";"media sosial nukman luthfie tinggal dunia";"None"
"6604";"1154";"1";"laksana reforma agraria era jokowi-jk tuai puji";"None"
"6605";"1155";"1";"bebas usai ricuh rutan solo rumah iwan walet rusak massa pedang";"None"
"6606";"1156";"1";"rapi muntah lava kali menit warga minta tenang";"None"
"6607";"1157";"1";"speed boat hantam gelombang laut orang hilang";"None"
"6608";"1158";"1";"warga bekas gembira ikut kelas masak caleg perindo";"None"
"6609";"1159";"1";"naik motor bonceng satu keluarga masuk jurang tewas orang";"None"
"6610";"1160";"1";"satgas antimafia bola tetap vigit waluyo jadi sangka";"None"
"6611";"1161";"1";"seskoal selenggara didik reguler angkat ke-";"None"
"6612";"1162";"1";"sering nonton film porno faris cabul keponakan";"None"
"6613";"1163";"1";"polisi tetap sangka baru kait mafia bola";"None"
"6895";"1445";"1";"bmkg pasang sensor pantau tsunami sekitar gunung anak krakatau";"None"
"6896";"1446";"1";"kaleidoskop tiga kasus bunuh sadis heboh warga blora";"None"
"6897";"1447";"1";"operasi lilin jumlah kasus korban celaka lalu lintas turun";"None"
"6898";"1448";"1";"lantik kepala bnpb rabu besok tunda";"None"
"6899";"1449";"1";"satu keluarga cebur sungai swafoto ayah dua anak tewas";"None"
"6900";"1450";"1";"fadli zon sebut tingkat demokrasi indonesia alami mundur";"None"
"6901";"1451";"1";"polisi ringkus curi labu bajo";"None"
"6902";"1452";"1";"longsor susul jadi kali pasca-longsor pertama tewas orang sukabumi";"None"
"6903";"1453";"1";"polri kerah brimob buru kelompok ali kalora";"None"
"6904";"1454";"1";"sandiaga resolusi rakyat satu songsong ekonomi lebih baik";"None"
"6905";"1455";"1";"bpbd gempa pangandaran tak korban rusa";"None"
"6906";"1456";"1";"coba panjat tebing unjung air terjun sarassa luwu jatuh tewas";"None"
"6907";"1457";"1";"panjang malu guncang kali gempa";"None"
"6908";"1458";"1";"kapal hingga banana boat hilang pulau ribu rugi rp juta";"None"
"6909";"1459";"1";"pangandaran guncang gempa magnitudo";"None"
"6910";"1460";"1";"hari pertama jokowi joging sapa warga kebun raya bogor";"None"
"6911";"1461";"1";"mantan danjen kopassus doni monardo tunjuk jadi kepala bnpb";"None"
"6912";"1462";"1";"gempa magnitudo guncang dompu ntb";"None"
"6913";"1463";"1";"pemkot yogyakarta cabut moratorium bangun hotel cara batas";"None"
